date,hour,house,plug,power
2012-08-01 00:00:00,0,4,5,184.32400575
2012-08-01 01:00:00,1,4,5,183.93014936111112
2012-08-01 02:00:00,2,4,5,205.9208011111111
2012-08-01 03:00:00,3,4,5,225.7021976388889
2012-08-01 04:00:00,4,4,5,198.17787619444445
2012-08-01 05:00:00,5,4,5,182.7966443888889
2012-08-01 06:00:00,6,4,5,188.47046083333333
2012-08-01 07:00:00,7,4,5,191.26330044444444
2012-08-01 08:00:00,8,4,5,209.4116775
2012-08-01 09:00:00,9,4,5,213.82311527777776
2012-08-01 10:00:00,10,4,5,207.00695172222223
2012-08-01 11:00:00,11,4,5,176.34538999999998
2012-08-01 12:00:00,12,4,5,188.743686
2012-08-01 13:00:00,13,4,5,229.22797088888888
2012-08-01 14:00:00,14,4,5,218.69256155555556
2012-08-01 15:00:00,15,4,5,199.4010686388889
2012-08-01 16:00:00,16,4,5,188.38059030555553
2012-08-01 17:00:00,17,4,5,199.83607747222223
2012-08-01 18:00:00,18,4,5,231.22365305555553
2012-08-01 19:00:00,19,4,5,203.7049276111111
2012-08-01 20:00:00,20,4,5,203.90756083333335
2012-08-01 21:00:00,21,4,5,232.36710861111112
2012-08-01 22:00:00,22,4,5,201.35461677777778
2012-08-01 23:00:00,23,4,5,192.45324808333334
2012-08-02 00:00:00,0,4,5,194.2983816388889
2012-08-02 01:00:00,1,4,5,197.90566430555558
2012-08-02 02:00:00,2,4,5,209.61127866666666
2012-08-02 03:00:00,3,4,5,222.2787930833333
2012-08-02 04:00:00,4,4,5,200.76900855555556
2012-08-02 05:00:00,5,4,5,209.32304530555558
2012-08-02 06:00:00,6,4,5,207.27009683333335
2012-08-02 07:00:00,7,4,5,194.08211380555557
2012-08-02 08:00:00,8,4,5,199.31090500000002
2012-08-02 09:00:00,9,4,5,185.00389577777779
2012-08-02 10:00:00,10,4,5,207.55529119444446
2012-08-02 11:00:00,11,4,5,231.69834083333333
2012-08-02 12:00:00,12,4,5,204.5077863888889
2012-08-02 13:00:00,13,4,5,187.23166805555556
2012-08-02 14:00:00,14,4,5,203.23064666666667
2012-08-02 15:00:00,15,4,5,198.05631405555556
2012-08-02 16:00:00,16,4,5,233.0079375
2012-08-02 17:00:00,17,4,5,230.34237222222222
2012-08-02 18:00:00,18,4,5,180.93209466666664
2012-08-02 19:00:00,19,4,5,193.71750058333333
2012-08-02 20:00:00,20,4,5,207.8745475
2012-08-02 21:00:00,21,4,5,225.82837250000003
2012-08-02 22:00:00,22,4,5,195.29569869444444
2012-08-02 23:00:00,23,4,5,199.4632275
2012-08-03 00:00:00,0,4,5,207.54274694444445
2012-08-03 01:00:00,1,4,5,211.13151249999999
2012-08-03 02:00:00,2,4,5,202.4539313888889
2012-08-03 03:00:00,3,4,5,199.14843944444445
2012-08-03 04:00:00,4,4,5,198.09562555555556
2012-08-03 05:00:00,5,4,5,235.7984927777778
2012-08-03 06:00:00,6,4,5,218.93049694444443
2012-08-03 07:00:00,7,4,5,190.33885388888888
2012-08-03 08:00:00,8,4,5,182.54535677777778
2012-08-03 09:00:00,9,4,5,205.91727805555556
2012-08-03 10:00:00,10,4,5,215.03758419444446
