date,hour,house,plug,power
2012-08-01 00:00:00,0,4,1,45.799166222222226
2012-08-01 01:00:00,1,4,1,45.892814361111114
2012-08-01 02:00:00,2,4,1,17.464599591666666
2012-08-01 03:00:00,3,4,1,27.828871463888888
2012-08-01 04:00:00,4,4,1,45.55785476388889
2012-08-01 05:00:00,5,4,1,34.63916410555555
2012-08-01 06:00:00,6,4,1,14.685616722222221
2012-08-01 07:00:00,7,4,1,44.766721925
2012-08-01 08:00:00,8,4,1,44.019793280555554
2012-08-01 09:00:00,9,4,1,34.14278860555555
2012-08-01 10:00:00,10,4,1,12.713414894444444
2012-08-01 11:00:00,11,4,1,44.960216494444445
2012-08-01 12:00:00,12,4,1,45.88526117222222
2012-08-01 13:00:00,13,4,1,25.18045595555556
2012-08-01 14:00:00,14,4,1,21.246003291666668
2012-08-01 15:00:00,15,4,1,48.267994719444445
2012-08-01 16:00:00,16,4,1,47.46073630277778
2012-08-01 17:00:00,17,4,1,29.70862653333333
2012-08-01 18:00:00,18,4,1,30.234583055555554
2012-08-01 19:00:00,19,4,1,60.223256661111115
2012-08-01 20:00:00,20,4,1,57.82081633888889
2012-08-01 21:00:00,21,4,1,31.870409144444444
2012-08-01 22:00:00,22,4,1,35.102526741666665
2012-08-01 23:00:00,23,4,1,50.293307319444445
2012-08-02 00:00:00,0,4,1,48.77848717222222
2012-08-02 01:00:00,1,4,1,24.50676495
2012-08-02 02:00:00,2,4,1,22.787048122222224
2012-08-02 03:00:00,3,4,1,46.92084499722222
2012-08-02 04:00:00,4,4,1,46.46239816944445
2012-08-02 05:00:00,5,4,1,28.31126785
2012-08-02 06:00:00,6,4,1,18.174861558333333
2012-08-02 07:00:00,7,4,1,46.44273167222222
2012-08-02 08:00:00,8,4,1,48.62529059166667
2012-08-02 09:00:00,9,4,1,20.182546666666667
2012-08-02 10:00:00,10,4,1,26.141010052777776
2012-08-02 11:00:00,11,4,1,44.36947586388889
2012-08-02 12:00:00,12,4,1,54.85700615555556
2012-08-02 13:00:00,13,4,1,28.810827025
2012-08-02 14:00:00,14,4,1,19.39729386388889
2012-08-02 15:00:00,15,4,1,47.51092605555555
2012-08-02 16:00:00,16,4,1,61.268373822222216
2012-08-02 17:00:00,17,4,1,30.68384244722222
2012-08-02 18:00:00,18,4,1,33.06318726944445
2012-08-02 19:00:00,19,4,1,56.11417956111111
2012-08-02 20:00:00,20,4,1,49.73779275
2012-08-02 21:00:00,21,4,1,30.01589413888889
2012-08-02 22:00:00,22,4,1,24.640122986111113
2012-08-02 23:00:00,23,4,1,48.72456795
2012-08-03 00:00:00,0,4,1,47.96000073333333
2012-08-03 01:00:00,1,4,1,20.528778616666667
2012-08-03 02:00:00,2,4,1,27.32598541111111
2012-08-03 03:00:00,3,4,1,47.3885047
2012-08-03 04:00:00,4,4,1,44.89492526111111
2012-08-03 05:00:00,5,4,1,13.490496677777777
2012-08-03 06:00:00,6,4,1,36.57092461388889
2012-08-03 07:00:00,7,4,1,46.946006097222224
2012-08-03 08:00:00,8,4,1,42.40232392222222
2012-08-03 09:00:00,9,4,1,13.331581538888889
2012-08-03 10:00:00,10,4,1,38.610049044444445
2012-08-03 11:00:00,11,4,1,47.91781977777777
2012-08-03 12:00:00,12,4,1,36.51974469722222
2012-08-03 13:00:00,13,4,1,13.072979175
2012-08-03 14:00:00,14,4,1,46.19630026666667
2012-08-03 15:00:00,15,4,1,48.00611090277778
2012-08-03 16:00:00,16,4,1,28.422415266666665
2012-08-03 17:00:00,17,4,1,21.036564194444445
2012-08-03 18:00:00,18,4,1,55.49714546111111
2012-08-03 19:00:00,19,4,1,47.14958429722222
2012-08-03 20:00:00,20,4,1,35.356034505555556
2012-08-03 21:00:00,21,4,1,14.35144865
2012-08-03 22:00:00,22,4,1,42.801013463888886
2012-08-03 23:00:00,23,4,1,44.30930751111111
2012-08-04 00:00:00,0,4,1,44.90160417222222
2012-08-04 01:00:00,1,4,1,17.633552497222222
2012-08-04 02:00:00,2,4,1,27.127504344444443
2012-08-04 03:00:00,3,4,1,44.82999555277778
2012-08-04 04:00:00,4,4,1,45.02547887222222
2012-08-04 05:00:00,5,4,1,15.373607699999999
2012-08-04 06:00:00,6,4,1,30.14523300277778
2012-08-04 07:00:00,7,4,1,44.37945578888889
2012-08-04 08:00:00,8,4,1,43.135098111111105
2012-08-04 09:00:00,9,4,1,31.743588025
2012-08-04 10:00:00,10,4,1,28.74204479722222
2012-08-04 11:00:00,11,4,1,47.004705191666666
2012-08-04 12:00:00,12,4,1,51.23837091944444
2012-08-04 13:00:00,13,4,1,42.688293755555556
2012-08-04 14:00:00,14,4,1,15.321259491666666
2012-08-04 15:00:00,15,4,1,41.41410705833333
2012-08-04 16:00:00,16,4,1,55.83549972777778
2012-08-04 17:00:00,17,4,1,40.45188033611111
2012-08-04 18:00:00,18,4,1,31.382568819444444
2012-08-04 19:00:00,19,4,1,60.25338099444444
2012-08-04 20:00:00,20,4,1,52.355074127777776
2012-08-04 21:00:00,21,4,1,25.313341125
2012-08-04 22:00:00,22,4,1,38.470144677777775
2012-08-04 23:00:00,23,4,1,51.525747958333326
2012-08-05 00:00:00,0,4,1,45.576014425
2012-08-05 01:00:00,1,4,1,21.580011005555555
2012-08-05 02:00:00,2,4,1,35.056531099999994
2012-08-05 03:00:00,3,4,1,50.08001881944444
2012-08-05 04:00:00,4,4,1,41.63439985555556
2012-08-05 05:00:00,5,4,1,15.839297027777777
2012-08-05 06:00:00,6,4,1,40.86047802777777
2012-08-05 07:00:00,7,4,1,54.86614941111111
2012-08-05 08:00:00,8,4,1,35.093417011111114
2012-08-05 09:00:00,9,4,1,13.81193146111111
2012-08-05 10:00:00,10,4,1,47.284754702777775
2012-08-05 11:00:00,11,4,1,49.26182222222222
2012-08-05 12:00:00,12,4,1,23.079994511111114
2012-08-05 13:00:00,13,4,1,27.65239433333333
2012-08-05 14:00:00,14,4,1,46.704779252777776
2012-08-05 15:00:00,15,4,1,38.91201011388888
2012-08-05 16:00:00,16,4,1,9.209505822222221
2012-08-05 17:00:00,17,4,1,48.20459265
2012-08-05 18:00:00,18,4,1,53.916068627777776
2012-08-05 19:00:00,19,4,1,36.18995660555555
2012-08-05 20:00:00,20,4,1,20.232657505555554
2012-08-05 21:00:00,21,4,1,46.81412553333333
