date,hour,house,plug,power
2012-08-01 00:00:00,0,4,4,14.528614500000002
2012-08-01 01:00:00,1,4,4,14.647980583333334
2012-08-01 02:00:00,2,4,4,14.773285277777779
2012-08-01 03:00:00,3,4,4,14.632540194444445
2012-08-01 04:00:00,4,4,4,14.751906277777778
2012-08-01 05:00:00,5,4,4,14.830889805555556
2012-08-01 06:00:00,6,4,4,14.259001555555555
2012-08-01 07:00:00,7,4,4,14.58265586111111
2012-08-01 08:00:00,8,4,4,14.494764416666667
2012-08-01 09:00:00,9,4,4,14.36233338888889
2012-08-01 10:00:00,10,4,4,14.37302288888889
2012-08-01 11:00:00,11,4,4,14.34036052777778
2012-08-01 12:00:00,12,4,4,14.547024194444445
2012-08-01 13:00:00,13,4,4,29.63296641666667
2012-08-01 14:00:00,14,4,4,40.174859444444444
2012-08-01 15:00:00,15,4,4,36.240087333333335
2012-08-01 16:00:00,16,4,4,36.350547
2012-08-01 17:00:00,17,4,4,34.86591966666667
2012-08-01 18:00:00,18,4,4,28.67026213888889
2012-08-01 19:00:00,19,4,4,22.58313213888889
2012-08-01 20:00:00,20,4,4,36.873729
2012-08-01 21:00:00,21,4,4,34.99539886111111
2012-08-01 22:00:00,22,4,4,18.28776183333333
2012-08-01 23:00:00,23,4,4,14.656889833333334
2012-08-02 00:00:00,0,4,4,14.615912083333335
2012-08-02 01:00:00,1,4,4,14.698458777777779
2012-08-02 02:00:00,2,4,4,14.789319527777778
2012-08-02 03:00:00,3,4,4,14.798821305555554
2012-08-02 04:00:00,4,4,4,14.770315972222223
2012-08-02 05:00:00,5,4,4,14.588000611111111
2012-08-02 06:00:00,6,4,4,14.425282666666666
2012-08-02 07:00:00,7,4,4,14.503078472222223
2012-08-02 08:00:00,8,4,4,14.628383166666667
2012-08-02 09:00:00,9,4,4,14.548805777777778
2012-08-02 10:00:00,10,4,4,14.676485916666667
2012-08-02 11:00:00,11,4,4,14.787538277777779
2012-08-02 12:00:00,12,4,4,14.954414444444444
2012-08-02 13:00:00,13,4,4,14.558901416666668
2012-08-02 14:00:00,14,4,4,14.68955086111111
2012-08-02 15:00:00,15,4,4,31.340161
2012-08-02 16:00:00,16,4,4,34.699063
2012-08-02 17:00:00,17,4,4,33.856974361111114
2012-08-02 18:00:00,18,4,4,31.4661365
2012-08-02 19:00:00,19,4,4,33.68061761111111
2012-08-02 20:00:00,20,4,4,33.037476166666664
2012-08-02 21:00:00,21,4,4,33.20494188888889
2012-08-02 22:00:00,22,4,4,19.794380916666668
2012-08-02 23:00:00,23,4,4,14.51317411111111
2012-08-03 00:00:00,0,4,4,14.649168305555557
2012-08-03 01:00:00,1,4,4,14.73112113888889
2012-08-03 02:00:00,2,4,4,14.766158944444445
2012-08-03 03:00:00,3,4,4,14.772691416666667
2012-08-03 04:00:00,4,4,4,14.859395138888889
2012-08-03 05:00:00,5,4,4,14.747749250000002
2012-08-03 06:00:00,6,4,4,14.390838722222224
2012-08-03 07:00:00,7,4,4,14.672328888888888
2012-08-03 08:00:00,8,4,4,14.487044222222222
2012-08-03 09:00:00,9,4,4,14.536928555555557
2012-08-03 10:00:00,10,4,4,14.732308861111111
2012-08-03 11:00:00,11,4,4,14.721619361111111
2012-08-03 12:00:00,12,4,4,14.817231000000001
2012-08-03 13:00:00,13,4,4,14.595126944444445
2012-08-03 14:00:00,14,4,4,14.518518861111112
2012-08-03 15:00:00,15,4,4,14.58681288888889
2012-08-03 16:00:00,16,4,4,19.75339761111111
2012-08-03 17:00:00,17,4,4,33.013717444444445
2012-08-03 18:00:00,18,4,4,32.029108388888886
