date,hour,house,plug,power
2012-08-01 00:00:00,0,4,8,3.643181555555555
2012-08-01 01:00:00,1,4,8,3.6390694444444445
2012-08-01 02:00:00,2,4,8,3.683127777777778
2012-08-01 03:00:00,3,4,8,3.6220335555555554
2012-08-01 04:00:00,4,4,8,3.6754909999999996
2012-08-01 05:00:00,5,4,8,3.7518587777777777
2012-08-01 06:00:00,6,4,8,3.6390694444444445
2012-08-01 07:00:00,7,4,8,3.6572802222222225
2012-08-01 08:00:00,8,4,8,3.6367196666666666
2012-08-01 09:00:00,9,4,8,3.6055851111111106
2012-08-01 10:00:00,10,4,8,3.6237958888888886
2012-08-01 11:00:00,11,4,8,60.88546919444444
2012-08-01 12:00:00,12,4,8,28.05148091666667
2012-08-01 13:00:00,13,4,8,3.6472936666666667
2012-08-01 14:00:00,14,4,8,3.6919394444444444
2012-08-01 15:00:00,15,4,8,3.666091888888889
2012-08-01 16:00:00,16,4,8,3.719549333333333
2012-08-01 17:00:00,17,4,8,323.9196997
2012-08-01 18:00:00,18,4,8,3.886379211111111
2012-08-01 19:00:00,19,4,8,22.83680488888889
2012-08-01 20:00:00,20,4,8,3.6590425555555557
2012-08-01 21:00:00,21,4,8,3.637307111111111
2012-08-01 22:00:00,22,4,8,3.662567222222222
2012-08-01 23:00:00,23,4,8,3.6455313333333335
2012-08-02 00:00:00,0,4,8,3.6737286666666664
2012-08-02 01:00:00,1,4,8,3.666091888888889
2012-08-02 02:00:00,2,4,8,3.721311666666667
2012-08-02 03:00:00,3,4,8,3.658455111111111
2012-08-02 04:00:00,4,4,8,3.666091888888889
2012-08-02 05:00:00,5,4,8,3.6514057777777778
2012-08-02 06:00:00,6,4,8,3.6326075555555555
2012-08-02 07:00:00,7,4,8,3.6302577777777776
2012-08-02 08:00:00,8,4,8,3.6790156666666665
2012-08-02 09:00:00,9,4,8,3.614984222222222
2012-08-02 10:00:00,10,4,8,3.673141222222222
2012-08-02 11:00:00,11,4,8,3.6854775555555555
2012-08-02 12:00:00,12,4,8,102.24921068333333
2012-08-02 13:00:00,13,4,8,3.5814998888888887
2012-08-02 14:00:00,14,4,8,3.671378888888889
2012-08-02 15:00:00,15,4,8,3.661392333333333
2012-08-02 16:00:00,16,4,8,3.660217444444444
2012-08-02 17:00:00,17,4,8,34.52273581111111
2012-08-02 18:00:00,18,4,8,143.31723022777777
2012-08-02 19:00:00,19,4,8,3.6508183333333335
2012-08-02 20:00:00,20,4,8,3.687827333333333
2012-08-02 21:00:00,21,4,8,3.662567222222222
2012-08-02 22:00:00,22,4,8,3.6895896666666665
2012-08-02 23:00:00,23,4,8,3.6514057777777778
2012-08-03 00:00:00,0,4,8,3.662567222222222
2012-08-03 01:00:00,1,4,8,3.6760784444444448
2012-08-03 02:00:00,2,4,8,3.6854775555555555
2012-08-03 03:00:00,3,4,8,3.6367196666666666
2012-08-03 04:00:00,4,4,8,3.6919394444444444
