date,hour,house,plug,power
2012-08-01 00:00:00,0,4,7,10.780927083333333
2012-08-01 01:00:00,1,4,7,10.814555466666667
2012-08-01 02:00:00,2,4,7,10.899511444444446
2012-08-01 03:00:00,3,4,7,10.800396116666667
2012-08-01 04:00:00,4,4,7,10.88535211111111
2012-08-01 05:00:00,5,4,7,10.94316938888889
2012-08-01 06:00:00,6,4,7,10.524880933333334
2012-08-01 07:00:00,7,4,7,10.760278327777778
2012-08-01 08:00:00,8,4,7,10.706590833333333
2012-08-01 09:00:00,9,4,7,15.586300677777778
2012-08-01 10:00:00,10,4,7,10.607476233333333
2012-08-01 11:00:00,11,4,7,10.621635433333335
2012-08-01 12:00:00,12,4,7,10.753198650000002
2012-08-01 13:00:00,13,4,7,10.905411166666665
2012-08-01 14:00:00,14,4,7,10.926060194444446
2012-08-01 15:00:00,15,4,7,20.190515166666668
2012-08-01 16:00:00,16,4,7,43.470994527777776
2012-08-01 17:00:00,17,4,7,43.20831038888889
2012-08-01 18:00:00,18,4,7,27.843559683333332
2012-08-01 19:00:00,19,4,7,35.62245696111111
2012-08-01 20:00:00,20,4,7,125.9188745
2012-08-01 21:00:00,21,4,7,34.80233967777778
2012-08-01 22:00:00,22,4,7,10.691251577777779
2012-08-01 23:00:00,23,4,7,10.744939005555556
2012-08-02 00:00:00,0,4,7,10.766177794444445
2012-08-02 01:00:00,1,4,7,10.813965483333334
2012-08-02 02:00:00,2,4,7,10.884762138888888
2012-08-02 03:00:00,3,4,7,10.908361027777778
2012-08-02 04:00:00,4,4,7,10.875322583333332
2012-08-02 05:00:00,5,4,7,10.779747122222222
2012-08-02 06:00:00,6,4,7,10.645234105555556
2012-08-02 07:00:00,7,4,7,10.68594218888889
2012-08-02 08:00:00,8,4,7,29.80642848888889
2012-08-02 09:00:00,9,4,7,43.206540555555556
2012-08-02 10:00:00,10,4,7,19.385986416666665
2012-08-02 11:00:00,11,4,7,10.83402492777778
2012-08-02 12:00:00,12,4,7,11.0045265
2012-08-02 13:00:00,13,4,7,10.720749977777778
2012-08-02 14:00:00,14,4,7,10.830484711111112
2012-08-02 15:00:00,15,4,7,38.58205097222222
2012-08-02 16:00:00,16,4,7,44.278333861111115
2012-08-02 17:00:00,17,4,7,74.92989816666666
2012-08-02 18:00:00,18,4,7,35.32225898888889
2012-08-02 19:00:00,19,4,7,97.75699080555556
2012-08-02 20:00:00,20,4,7,13.125836194444444
2012-08-02 21:00:00,21,4,7,12.804941472222223
2012-08-02 22:00:00,22,4,7,10.84228415
2012-08-02 23:00:00,23,4,7,10.737859122222222
2012-08-03 00:00:00,0,4,7,10.806885866666667
2012-08-03 01:00:00,1,4,7,10.865883027777777
2012-08-03 02:00:00,2,4,7,10.880042361111112
2012-08-03 03:00:00,3,4,7,10.879452388888888
2012-08-03 04:00:00,4,4,7,10.953198916666667
2012-08-03 05:00:00,5,4,7,10.864703083333334
2012-08-03 06:00:00,6,4,7,10.612785972222223
2012-08-03 07:00:00,7,4,7,10.81278555
2012-08-03 08:00:00,8,4,7,22.353138766666667
2012-08-03 09:00:00,9,4,7,10.726059711111112
2012-08-03 10:00:00,10,4,7,10.888891944444444
2012-08-03 11:00:00,11,4,7,10.852313666666667
2012-08-03 12:00:00,12,4,7,10.941989444444445
2012-08-03 13:00:00,13,4,7,101.27050572222221
2012-08-03 14:00:00,14,4,7,106.83345566666667
2012-08-03 15:00:00,15,4,7,35.81255191666666
2012-08-03 16:00:00,16,4,7,10.85821338888889
2012-08-03 17:00:00,17,4,7,44.44540625
2012-08-03 18:00:00,18,4,7,68.36916883333333
2012-08-03 19:00:00,19,4,7,127.74102944444445
2012-08-03 20:00:00,20,4,7,66.65709108333333
2012-08-03 21:00:00,21,4,7,123.40785133333334
2012-08-03 22:00:00,22,4,7,54.12728472222222
2012-08-03 23:00:00,23,4,7,10.936679694444445
2012-08-04 00:00:00,0,4,7,11.034025111111111
2012-08-04 01:00:00,1,4,7,11.085352694444445
2012-08-04 02:00:00,2,4,7,11.07060338888889
2012-08-04 03:00:00,3,4,7,11.03933486111111
2012-08-04 04:00:00,4,4,7,11.088892527777778
2012-08-04 05:00:00,5,4,7,11.044644611111112
2012-08-04 06:00:00,6,4,7,11.085352694444445
2012-08-04 07:00:00,7,4,7,10.910130944444445
2012-08-04 08:00:00,8,4,7,17.287620327777777
2012-08-04 09:00:00,9,4,7,51.199480333333334
2012-08-04 10:00:00,10,4,7,13.09708363888889
2012-08-04 11:00:00,11,4,7,71.00235229444445
2012-08-04 12:00:00,12,4,7,34.08964616666667
2012-08-04 13:00:00,13,4,7,43.401812166666666
2012-08-04 14:00:00,14,4,7,57.97331027777778
2012-08-04 15:00:00,15,4,7,19.385284866666666
2012-08-04 16:00:00,16,4,7,76.17874047222222
2012-08-04 17:00:00,17,4,7,10.768538511111112
2012-08-04 18:00:00,18,4,7,10.693022727777779
2012-08-04 19:00:00,19,4,7,11.093612305555556
2012-08-04 20:00:00,20,4,7,29.0299315
2012-08-04 21:00:00,21,4,7,99.00576119444445
2012-08-04 22:00:00,22,4,7,10.887712
2012-08-04 23:00:00,23,4,7,10.960278583333332
2012-08-05 00:00:00,0,4,7,11.038154916666667
2012-08-05 01:00:00,1,4,7,11.022225666666667
2012-08-05 02:00:00,2,4,7,11.029305333333333
2012-08-05 03:00:00,3,4,7,11.08417275
2012-08-05 04:00:00,4,4,7,11.121930972222223
2012-08-05 05:00:00,5,4,7,11.108951583333335
2012-08-05 06:00:00,6,4,7,11.114261333333333
2012-08-05 07:00:00,7,4,7,46.403676861111116
2012-08-05 08:00:00,8,4,7,11.289474194444445
2012-08-05 09:00:00,9,4,7,10.894791666666666
2012-08-05 10:00:00,10,4,7,10.953788888888889
2012-08-05 11:00:00,11,4,7,11.114261333333333
2012-08-05 12:00:00,12,4,7,10.94375936111111
2012-08-05 13:00:00,13,4,7,11.030485277777778
2012-08-05 14:00:00,14,4,7,11.026945444444445
2012-08-05 15:00:00,15,4,7,11.058803944444444
2012-08-05 16:00:00,16,4,7,11.149659666666667
2012-08-05 17:00:00,17,4,7,11.059393916666668
2012-08-05 18:00:00,18,4,7,28.399658833333334
2012-08-05 19:00:00,19,4,7,39.05222355555556
2012-08-05 20:00:00,20,4,7,10.926060194444446
2012-08-05 21:00:00,21,4,7,100.53333624999999
2012-08-05 22:00:00,22,4,7,10.963228444444445
2012-08-05 23:00:00,23,4,7,10.9832875
2012-08-06 00:00:00,0,4,7,11.021045722222222
2012-08-06 01:00:00,1,4,7,11.034615083333334
2012-08-06 02:00:00,2,4,7,11.163819000000002
2012-08-06 03:00:00,3,4,7,11.132550472222222
2012-08-06 04:00:00,4,4,7,11.15555938888889
2012-08-06 05:00:00,5,4,7,10.962048500000002
2012-08-06 06:00:00,6,4,7,19.30339343888889
2012-08-06 07:00:00,7,4,7,10.815145505555556
2012-08-06 08:00:00,8,4,7,10.704230922222221
2012-08-06 09:00:00,9,4,7,10.777977183333334
2012-08-06 10:00:00,10,4,7,20.57356200555556
2012-08-06 11:00:00,11,4,7,43.301521611111106
2012-08-06 12:00:00,12,4,7,14.061656066666668
2012-08-06 13:00:00,13,4,7,118.33008152222222
2012-08-06 14:00:00,14,4,7,30.997989416666666
2012-08-06 15:00:00,15,4,7,10.891841805555556
2012-08-06 16:00:00,16,4,7,23.096843055555553
2012-08-06 17:00:00,17,4,7,129.633195
2012-08-06 18:00:00,18,4,7,51.98022048888889
2012-08-06 19:00:00,19,4,7,10.911310933333334
2012-08-06 20:00:00,20,4,7,58.28571794444444
2012-08-06 21:00:00,21,4,7,15.221785111111112
2012-08-06 22:00:00,22,4,7,11.071193361111112
2012-08-06 23:00:00,23,4,7,11.020455750000002
2012-08-07 00:00:00,0,4,7,10.972078027777778
2012-08-07 01:00:00,1,4,7,10.942579416666668
2012-08-07 02:00:00,2,4,7,11.127830694444446
2012-08-07 03:00:00,3,4,7,11.164408972222223
2012-08-07 04:00:00,4,4,7,11.09184238888889
2012-08-07 05:00:00,5,4,7,11.026355472222221
2012-08-07 06:00:00,6,4,7,10.859393361111112
2012-08-07 07:00:00,7,4,7,10.78387692777778
2012-08-07 08:00:00,8,4,7,10.776207277777777
2012-08-07 09:00:00,9,4,7,10.741988961111112
2012-08-07 10:00:00,10,4,7,10.737859127777778
2012-08-07 11:00:00,11,4,7,105.13076611666666
2012-08-07 12:00:00,12,4,7,41.3682295
2012-08-07 13:00:00,13,4,7,10.85880336111111
2012-08-07 14:00:00,14,4,7,10.871192777777779
2012-08-07 15:00:00,15,4,7,10.887122027777778
2012-08-07 16:00:00,16,4,7,10.960278583333332
2012-08-07 17:00:00,17,4,7,55.049300833333334
2012-08-07 18:00:00,18,4,7,76.70953098333334
2012-08-07 19:00:00,19,4,7,92.12394202777777
2012-08-07 20:00:00,20,4,7,11.648164333333334
2012-08-07 21:00:00,21,4,7,27.282514261111114
2012-08-07 22:00:00,22,4,7,17.003762555555557
2012-08-07 23:00:00,23,4,7,11.026945444444445
2012-08-08 00:00:00,0,4,7,10.989777194444445
2012-08-08 01:00:00,1,4,7,11.019275805555555
2012-08-08 02:00:00,2,4,7,11.087122611111111
2012-08-08 03:00:00,3,4,7,11.066473583333334
2012-08-08 04:00:00,4,4,7,11.100691972222222
2012-08-08 05:00:00,5,4,7,10.987417305555557
2012-08-08 06:00:00,6,4,7,20.04437523888889
2012-08-08 07:00:00,7,4,7,10.762048038888889
2012-08-08 08:00:00,8,4,7,10.788006716666668
2012-08-08 09:00:00,9,4,7,11.2446315
2012-08-08 10:00:00,10,4,7,33.301217127777775
2012-08-08 11:00:00,11,4,7,43.38352388888889
2012-08-08 12:00:00,12,4,7,27.89056147222222
2012-08-08 13:00:00,13,4,7,103.68802552222222
2012-08-08 14:00:00,14,4,7,10.86057328888889
2012-08-08 15:00:00,15,4,7,10.837564361111113
2012-08-08 16:00:00,16,4,7,10.969128166666668
2012-08-08 17:00:00,17,4,7,11.013376083333332
2012-08-08 18:00:00,18,4,7,14.191804844444444
2012-08-08 19:00:00,19,4,7,62.30279813888889
2012-08-08 20:00:00,20,4,7,84.73781338888888
2012-08-08 21:00:00,21,4,7,10.852903638888888
2012-08-08 22:00:00,22,4,7,10.973847944444444
2012-08-08 23:00:00,23,4,7,11.05998388888889
2012-08-09 00:00:00,0,4,7,11.104231805555555
2012-08-09 01:00:00,1,4,7,11.093022333333334
2012-08-09 02:00:00,2,4,7,11.202167194444444
2012-08-09 03:00:00,3,4,7,11.14258
2012-08-09 04:00:00,4,4,7,11.171488638888889
2012-08-09 05:00:00,5,4,7,11.039924833333334
